player_id,name,name_en,team_name,team_code,position_code,position_name,jersey_number,batting_hand,throwing_hand,birthdate,first_game_date,height_cm,weight_kg,school,is_foreign,is_aboriginal,aboriginal_name,image_url,is_coach,is_player,is_referee,listing_team_code,nationality,player_status,remarks,sex,team_logo
0000000367,吳世豪,WU Shih Hao,富邦悍將二軍,AEO022,1,投手,50,R,R,1999-01-13,2018-08-26,180,83,美和高中,0,0,,https://www.cpbl.com.tw/files/atts/0L087781911500604664/吳世豪202650.jpg,0,1,0,AEO022,158,,"2017/08/31 富邦悍將《繳交合約不註冊》
2018 富邦悍將《合約所屬球員》
2020 富邦悍將《開季26人名單》
2021/02/04 富邦悍將 更改背號 94→50
2022/03/03 富邦悍將《註冊球員》
2022/09/19 富邦悍將《註銷註冊》
2023/03/01 富邦悍將《註冊球員》
2023/03/31 富邦悍將《開季27人名單》
2025/02/26 富邦悍將《註冊球員》
2026/02/24 富邦悍將《註冊球員》",1,http://cpbl.com.tw/files/atts/0L021495963248506263/logo_fubon_large.png
0000000368,游霆崴,YU Ting Wei,富邦悍將二軍,AEO022,1,投手,80,R,R,1997-10-11,2019-06-09,178,81,西苑高中,0,0,,https://www.cpbl.com.tw/files/atts/0L087781916872199278/80游霆崴2026.jpg,0,1,0,AEO022,158,,"2017/08/31 富邦悍將《自主培訓球員》同日轉為繳交合約不註冊
2018 富邦悍將《合約所屬球員》
2018/08/29 富邦悍將《新註冊》
2022/03/03 富邦悍將《註冊球員》
2023/03/01 富邦悍將《註冊球員》
2025/02/26 富邦悍將《註冊球員》
2025/03/28 富邦悍將《開季28人名單》
2026/02/24 富邦悍將《註冊球員》
2026/03/27 富邦悍將《開季28人名單》
",1,http://cpbl.com.tw/files/atts/0L021495963248506263/logo_fubon_large.png
0000000743,陳子豪,CHEN Tzu Hao,味全龍二軍,AAA022,9,右外野手,1,L,L,1995-07-29,2013-10-13,180,103,嘉南藥大,0,1,,https://www.cpbl.com.tw/files/atts/0L087781980370627500/1陳子豪.jpg,0,1,0,AAA022,158,,"2013 亞洲冬季棒球聯盟《CPBL 兄弟象》登錄名單
2015 中信兄弟《開季25人名單》
2016 中信兄弟《開季26人名單》
2017 中信兄弟《開季26人名單》
2017 中信兄弟《季後挑戰賽28人名單》
2017 中信兄弟《總冠軍賽28人名單》
2018 中信兄弟《開季26人名單》
2019 中信兄弟《總冠軍賽28人名單》
2020 中信兄弟《開季26人名單》
2020 中信兄弟《總冠軍賽28人名單》
2021/03/12 中信兄弟《開季27人名單》
2022 中信兄弟《季後賽28人名單》
2023/03/01 中信兄弟《註冊球員》
2023 中信兄弟《開季27人名單》
2024/02/26 中信兄弟《註冊球員》
2024/12/23 行使自由球員權利轉隊 中信兄弟→味全龍
2025 台韓國際交流賽 中華代表隊
2025/02/26 味全龍《註冊球員》
2025/03/28 味全龍《開季28人名單》
2026/02/24 味全龍《註冊球員》
2026/03/27 味全龍《開季28人名單》",1,http://cpbl.com.tw/files/atts/0L021497849799849722/logo_dragon_large.png
0000000753,杜家明,TU Chia Ming,台鋼雄鷹二軍,AKP022,5,三壘手,71,R,R,1996-02-03,2015-03-22,183,98,嘉南藥大,0,0,,https://www.cpbl.com.tw/files/atts/0L087781982362192527/71杜家明2025.jpg,0,1,0,AKP022,158,,"2015 中信兄弟《開季25人名單》
2019 中信兄弟《合約所屬球員》
2020 中信兄弟《總冠軍賽28人名單》
2021/03/12 中信兄弟《開季27人名單》
2022 中信兄弟《季後賽28人名單》
2022 擴編選秀轉隊 中信兄弟→台鋼雄鷹
2023/03/01 台鋼雄鷹《註冊球員》
2024/02/26 台鋼雄鷹《註冊球員》
2025/02/26 台鋼雄鷹《註冊球員》
2025/03/28 台鋼雄鷹《開季28人名單》
2026/02/24 台鋼雄鷹《合約所屬球員》
2026/03/26 台鋼雄鷹《註冊球員》
2026/03/27 台鋼雄鷹《開季28人名單》",1,http://cpbl.com.tw/files/atts/0M259522042284091551/TSG-logo0912.png
0000000762,伍鐸,Bryan WOODALL,味全龍,AAA011,1,投手,52,R,R,1986-10-24,2015-08-02,185,91,,1,0,Bryan WOODALL,https://www.cpbl.com.tw/files/atts/0L087781989991182030/52伍鐸2025.jpg,0,1,0,AAA011,840,,"護照名：Bryan Alan Woodall
登錄名：伍鐸(中信兄弟：2015~2017、富邦悍將：2018~2020、味全龍：2021~2025)
國籍：美國
背號：#50(中信兄弟：2015)、#5(中信兄弟：2016~2017、富邦悍將：2018~2019)、#21(富邦悍將：2020)、#52(味全龍：2021~2025)
2015 中信兄弟《註冊球員》
2016 中信兄弟《測試洋將》→《註冊球員》
2017 中信兄弟《測試洋將》→《註冊球員》
2017 中信兄弟《開季26人名單》
2017 中信兄弟《季後挑戰賽28人名單》
2017 中信兄弟《總冠軍賽28人名單》
2018 富邦悍將《註冊球員》
2018 富邦悍將《開季26人名單》
2019/08/27 富邦悍將《註銷註冊》
2020 富邦悍將《開季26人名單》
2020/09/12 富邦悍將《註銷註冊》
2020/09/16 富邦悍將《終止合約》
2021/02/18 味全龍《註冊球員》
2021/03/12 味全龍《開季27人名單》
2023/03/01 味全龍《註冊球員》
2023 味全龍隊《總冠軍賽28人名單》
2025/02/26 味全龍《註冊球員》
2026/02/24 味全龍《註冊球員》",1,http://cpbl.com.tw/files/atts/0L021497849799849722/logo_dragon_large.png
0000000771,陳琥,CHEN Hu,中信兄弟,ACN011,1,投手,62,L,R,1998-04-29,2018-03-24,180,108,大同學院,0,0,,https://www.cpbl.com.tw/files/atts/0L087781996086394526/陳琥2024.png,0,1,0,ACN011,158,,"2016/08/17 中信兄弟《新註冊》
2018 中信兄弟《開季26人名單》
2020 中信兄弟《合約所屬球員》
2020/09/21 中信兄弟《新註冊》
2023/03/01 中信兄弟《合約所屬球員》
2024/02/26 中信兄弟《註冊球員》
2025/02/26 中信兄弟《註冊球員》
2025/03/28 中信兄弟《開季28人名單》
2026/02/24 中信兄弟《註冊球員》
2026/03/27 中信兄弟《開季28人名單》",1,http://cpbl.com.tw/files/atts/0L021497102437737790/logo_brothers_large.png
0000000772,陳文杰,CHEN Wun Jie,台鋼雄鷹,AKP011,8,中外野手,3,L,R,1997-10-11,2017-10-04,184,76,大同學院,0,0,,https://www.cpbl.com.tw/files/atts/0L087781991358788030/3陳文杰2025.jpg,0,1,0,AKP011,158,,"2016/08/18 中信兄弟《繳合約，不註冊球員》
2016/08/30 中信兄弟《新註冊》
2017 中信兄弟《季後挑戰賽28人名單》
2017 中信兄弟《季後挑戰賽28人名單》
2017 中信兄弟《總冠軍賽28人名單》
2017 亞洲冬季棒球聯盟《中職聯隊》
2020 中信兄弟《開季26人名單》
2021/03/12 中信兄弟《開季27人名單》
2022 中信兄弟《季後賽28人名單》
2023/03/01 中信兄弟《註冊球員》
2023 中信兄弟《開季27人名單》
2023/11/28 擴編選秀轉隊 中信兄弟→台鋼雄鷹
2024/02/26 台鋼雄鷹《註冊球員》
2025 台韓國際交流賽 中華代表隊
2025/02/26 台鋼雄鷹《註冊球員》
2026/02/24 台鋼雄鷹《註冊球員》
2026/03/27 台鋼雄鷹《開季28人名單》",1,http://cpbl.com.tw/files/atts/0M259522042284091551/TSG-logo0912.png
0000000773,李吳永勤,LI WU Yung Qin,富邦悍將,AEO011,1,投手,38,L,L,1998-03-29,2020-09-29,177,97,高苑工商,0,0,李吳永衡,https://www.cpbl.com.tw/files/atts/0L087781996620263554/38李吳永勤2026.jpg,0,1,0,AEO011,158,,"2016/08/18 中信兄弟《繳合約，不註冊球員》
2016/08/30 中信兄弟《新註冊》
2017/03/15 中信兄弟《移出註冊》
2019 中信兄弟《合約所屬球員》
2020 中信兄弟 更改姓名 李吳永衡→李吳永勤
2021 中信兄弟《合約所屬球員》；更改背號 88→30
2021/04/02 中信兄弟《新註冊》
2023/03/01 中信兄弟《註冊球員》
2023 中信兄弟《開季27人名單》
2024/02/26 中信兄弟《註冊球員》
2025/02/26 富邦悍將《註冊球員》
2025/03/28 富邦悍將《開季28人名單》
2026/02/24 富邦悍將《註冊球員》
2026/03/27 富邦悍將《開季28人名單》
",1,http://cpbl.com.tw/files/atts/0L021495963248506263/logo_fubon_large.png
0000000776,王凱程,WANG Kai Cheng,中信兄弟二軍,ACN022,1,投手,15,R,R,1991-09-08,2017-09-14,192,105,日本經濟大學,0,0,,https://www.cpbl.com.tw/files/atts/0L087781997164142571/15_王凱程.png,0,1,0,ACN022,158,,"2017/08/07 中信兄弟《新註冊》
2017 中信兄弟《季後挑戰賽28人名單》
2017 中信兄弟《季後挑戰賽28人名單》
2017 中信兄弟《總冠軍賽28人名單》
2017 亞洲冬季棒球聯盟《中職聯隊》
2018 中信兄弟《開季26人名單》
2020 中信兄弟 更改姓名 王鴻程→王凱程
2020/09/21 中信兄弟《註銷註冊》
2021 中信兄弟《合約所屬球員》
2021/10/11 中信兄弟《新註冊》
2022/07/03 中信兄弟《新註冊》
2023/03/01 中信兄弟《註冊球員》
2024/02/26 中信兄弟《註冊球員》
2025/02/26 中信兄弟《註冊球員》
2025/03/28 中信兄弟《開季28人名單》
2025 中信兄弟《總冠軍賽32人名單》
2026/02/24 中信兄弟《註冊球員》
2026/03/27 中信兄弟《開季28人名單》",1,http://cpbl.com.tw/files/atts/0L021497102437737790/logo_brothers_large.png
0000000778,蔡齊哲,TSAI Chi Che,中信兄弟,ACN011,1,投手,50,R,R,1995-12-18,2017-09-27,185,88,臺東大學,0,0,,https://www.cpbl.com.tw/files/atts/0L087781997709011598/蔡齊哲2024.png,0,1,0,ACN011,158,,"2017/08/31 中信兄弟《新註冊》
2017 亞洲冬季棒球聯盟《中職聯隊》
2018 中信兄弟《開季26人名單》
2019 中信兄弟《總冠軍賽28人名單》
2020 中信兄弟《開季26人名單》
2020 中信兄弟《總冠軍賽28人名單》
2021/03/12 中信兄弟《開季27人名單》
2022/03/03 中信兄弟《合約所屬球員》
2022/05/11 中信兄弟《新註冊》
2022 中信兄弟《季後賽28人名單》
2023/03/01 中信兄弟《註冊球員》
2023 中信兄弟《開季27人名單》
2024/02/26 中信兄弟《註冊球員》
2025/02/26 中信兄弟《註冊球員》
2025/03/28 中信兄弟《開季28人名單》
2025 中信兄弟《總冠軍賽32人名單》
2026/02/24 中信兄弟《註冊球員》",1,http://cpbl.com.tw/files/atts/0L021497102437737790/logo_brothers_large.png
0000000779,陳柏豪,CHEN Bo Hao,樂天桃猿二軍,AJL022,1,投手,9,R,R,1999-01-28,2017-10-07,180,88,西苑高中,0,0,,https://www.cpbl.com.tw/files/atts/0L087781992071505012/9陳柏豪2025.jpg,0,1,0,AJL022,158,,"2017 中信兄弟《季後挑戰賽28人名單》
2017 中信兄弟《總冠軍賽28人名單》
2019 中信兄弟《總冠軍賽28人名單》
2020 中信兄弟《總冠軍賽28人名單》
2023 亞洲冬季棒球聯盟 《中華職棒》登錄名單
2023/12/20 【陳俊秀】行使自由球員權利補償轉隊 中信兄弟→樂天桃猿
2024/02/26 樂天桃猿《註冊球員》；更改背號 83→9
2025 台韓國際交流賽 中華代表隊
2025/02/27 樂天桃猿《註冊球員》
2025/03/28 樂天桃猿《開季名單》
2025 樂天桃猿《季後挑戰賽32人名單》《總冠軍賽32人名單》
2026/02/24 樂天桃猿《註冊球員》
2026/03/27 樂天桃猿《開季名單》",1,http://cpbl.com.tw/files/atts/0L015581098468306680/2024_CPBL六隊Logo_R_官網.png
0000000908,*蘇緯達,SU Wei Ta,中信兄弟二軍,ACN022,3,一壘手,96,L,R,1990-11-10,2015-10-08,185,99,台灣體大,0,0,,https://www.cpbl.com.tw/files/atts/0L087782007148089613/蘇緯達2024.png,0,1,0,ACN022,158,17,"高中棒球聯賽 高中高農
2010/03/22~2010/09/10 兄弟二軍<借將>
2011/05/25~2011/12/31 興農二軍<借將>
2015/07/31 中信兄弟《新註冊》
2015 亞洲冬季棒球聯盟《中職聯隊》登錄名單
2016 中信兄弟《開季26人名單》
2018 中信兄弟《開季26人名單》
2019 中信兄弟《總冠軍賽28人名單》
2020 中信兄弟《開季26人名單》
2020 中信兄弟《總冠軍賽28人名單》
2021/03/12 中信兄弟《開季27人名單》
2023/03/01 中信兄弟《合約所屬球員》
2023/04/15 中信兄弟《新註冊》
2024/02/26 中信兄弟《註冊球員》
2025/02/26 中信兄弟《註冊球員》
2026/03/09 中信兄弟《合約所屬球員》",1,http://cpbl.com.tw/files/atts/0L021497102437737790/logo_brothers_large.png
0000000910,張進德,CHANG Chin Te,富邦悍將,AEO011,2,捕手,47,L,R,1993-05-17,2020-07-25,179,97,國立體大,0,0,,https://www.cpbl.com.tw/files/atts/0L087782002410473137/47張進德2026.jpg,0,1,0,AEO011,158,,"2020/04/21~07/14 富邦悍將《自行培訓球員》
2020/07/24 富邦悍將《新註冊》
2021/02/04 富邦悍將《合約所屬球員》
2021/04/01 富邦悍將《新註冊》
2022/03/03 富邦悍將《註冊球員》
2023/03/01 富邦悍將《註冊球員》
2023/03/31 富邦悍將《開季27人名單》
2025/02/26 富邦悍將《註冊球員》; 更改背號 69→47
2026/02/24 富邦悍將《註冊球員》
2026/03/27 富邦悍將《開季28人名單》
",1,http://cpbl.com.tw/files/atts/0L021495963248506263/logo_fubon_large.png
0000000929,王威晨,WANG Wei Chen,中信兄弟,ACN011,5,三壘手,9,L,R,1991-07-03,2016-04-26,185,85,輔仁大學,0,0,,https://www.cpbl.com.tw/files/atts/0L087782008227837668/王威晨2024.png,0,1,0,ACN011,158,,"2009/07/22~2009/09/16 兄弟二軍<借將>
2010/07/01~2010/09/10 兄弟二軍<借將>
2015/08/15 中信兄弟繳交合約不註冊，限定於二軍比賽
2016 亞洲冬季棒球聯盟《中職聯隊》登錄名單
2017 中信兄弟《季後挑戰賽28人名單》
2017 中信兄弟《總冠軍賽28人名單》
2017 亞洲冬季棒球聯盟《中職聯隊》
2018 中信兄弟《開季26人名單》
2019 中信兄弟《總冠軍賽28人名單》
2020 中信兄弟《開季26人名單》
2020 中信兄弟《總冠軍賽28人名單》
2021/03/12 中信兄弟《開季27人名單》
2022 中信兄弟《季後賽28人名單》
2023/03/01 中信兄弟《註冊球員》
2023 中信兄弟《開季27人名單》
2024/02/26 中信兄弟《註冊球員》
2025/02/26 中信兄弟《註冊球員》
2025/03/28 中信兄弟《開季28人名單》
2025 中信兄弟《總冠軍賽32人名單》
2026/02/24 中信兄弟《註冊球員》
2026/03/27 中信兄弟《開季28人名單》",1,http://cpbl.com.tw/files/atts/0L021497102437737790/logo_brothers_large.png
0000000935,王柏融,WANG Po Jung,台鋼雄鷹,AKP011,7,左外野手,9,L,R,1993-09-09,2015-09-02,182,91,文化大學,0,0,,https://www.cpbl.com.tw/files/atts/0L087782008861716695/9王柏融2025.jpg,0,1,0,AKP011,158,,"2016 Lamigo桃猿《開季26人名單》
2017 Lamigo桃猿《開季26人名單》
2017 Lamigo桃猿《總冠軍賽28人名單》
2018 Lamigo桃猿《開季26人名單》
2018/12/06 行使旅外球員權利轉隊 Lamigo桃猿→NPB/北海道日本火腿鬥士
2023/08/15 更換球隊 樂天桃猿→台鋼雄鷹【藍寅倫、王溢正、翁瑋均、王柏融(旅外回歸契約權)←→林子偉】
2024/02/26 台鋼雄鷹《註冊球員》
2025/02/26 台鋼雄鷹《註冊球員》
2025/03/28 台鋼雄鷹《開季28人名單》
2026/02/24 台鋼雄鷹《註冊球員》",1,http://cpbl.com.tw/files/atts/0M259522042284091551/TSG-logo0912.png
0000000938,張瑞麟,CHANG Jui Ling ,富邦悍將二軍,AEO022,1,投手,72,L,L,1992-06-28,2018-05-26,181,87,國立體大,0,0,,https://www.cpbl.com.tw/files/atts/0L087782008405685613/72張瑞麟2026.jpg,0,1,0,AEO022,158,,"2016/08/30 義大犀牛《自主培訓球員》
2016/08/31 義大犀牛《新註冊》
2016 亞洲冬季棒球聯盟《中職聯隊》登錄名單
2020/07/14 富邦悍將 更換守位【外野手】→【投手】
2022/03/03 富邦悍將《合約所屬球員》
2022/04/12 富邦悍將《新註冊》
2024/02/26 富邦悍將《註冊球員》
2025/02/26 富邦悍將《註冊球員》; 更改背號 70→72
2026/02/24 富邦悍將《註冊球員》
2026/03/27 富邦悍將《開季28人名單》
",1,http://cpbl.com.tw/files/atts/0L021495963248506263/logo_fubon_large.png
0000000941,陳冠宇,CHEN Kuan Yu,樂天桃猿,AJL011,1,投手,17,L,L,1990-10-29,2021-08-24,178,80,國立體大,0,0,,https://www.cpbl.com.tw/files/atts/0L235603319457569957/17陳冠宇2025.jpg,0,1,0,AJL011,158,,"2017 亞冠賽期間改背號18→17
2021/06/17 樂天桃猿《自行培訓球員》
2021/08/13 樂天桃猿《新註冊》
2023/03/01 樂天桃猿《註冊球員》
2023/03/31 樂天桃猿《開季27人名單》
2023 樂天桃猿《季後賽28人名單》《總冠軍賽28人名單》
2024/02/26 樂天桃猿《註冊球員》；更改背號 12→17
2024 台灣捷克國際交流賽 中華代表隊
2025/02/27 樂天桃猿《註冊球員》
2025/03/28 樂天桃猿《開季名單》
2025 樂天桃猿《季後挑戰賽32人名單》《總冠軍賽32人名單》
2026/02/24 樂天桃猿《註冊球員》",1,http://cpbl.com.tw/files/atts/0L015581098468306680/2024_CPBL六隊Logo_R_官網.png
